Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	KEGG Pathways	Chromosome	Reactome Pathways	WikiPathways	# Protein Pathway Groups	Abundance: F25: Sample	Abundance: F26: Sample	Abundance: F27: Sample	Abundance: F37: Sample	Abundance: F38: Sample	Abundance: F39: Sample	Abundance: F74: Sample	Abundance: F75: Sample	Abundance: F76: Sample	Found in Sample: [S25] F25: Sample	Found in Sample: [S26] F26: Sample	Found in Sample: [S27] F27: Sample	Found in Sample: [S37] F37: Sample	Found in Sample: [S38] F38: Sample	Found in Sample: [S39] F39: Sample	Found in Sample: [S74] F74: Sample	Found in Sample: [S75] F75: Sample	Found in Sample: [S76] F76: Sample	# Protein Groups	Modifications
FALSE	Low	Master Protein	P41361	Antithrombin-III OS=Bos taurus GN=SERPINC1 PE=1 SV=2	0.063	2.273	3	1	1	1	465	52.3	7.33	0	1	"coagulation;regulation of biological process"	extracellular	enzyme regulator activity	Pf00079	540261		SERPINC1	Complement and coagulation cascades	16			1										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88CQ0	Phosphoethanolamine/phosphocholine phosphatase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pchP PE=4 SV=1	0.064	2.268	7	1	3	1	351	39.1	5.77	0	1	metabolic process		catalytic activity		1041785	PP_5130	"PP_5130; pchP"					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88MV2	Long-chain acyl-CoA thioester hydrolase family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1466 PE=4 SV=1	0.066	2.259	5	1	5	1	135	15	6.93	0	1			catalytic activity	Pf03061	1045764	PP_1466	PP_1466					0	694367.25	713045.5625	782740	851569.375	1259632.875		800654.8125	533830.3125	492784.9063	High	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	A0A140FW58	Putative ribosomal large subunit pseudouridine synthase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2110 PE=4 SV=1	0.067	2.251	3	1	5	1	301	34.7	8.57	0	1	metabolic process		"catalytic activity;RNA binding"	Pf00849	1044962	PP_2110	PP_2110					0	2569181.25	2644750.5	2247672.75	4804865	4439607.5	2267508	1197276.125	1185398.375	1086815.25	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88FD7	Potassium-transporting ATPase potassium-binding subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=kdpA PE=3 SV=1	0.067	2.25	3	1	10	1	564	59.8	7.88	1.67	1	transport	membrane	"catalytic activity;transporter activity"	Pf03814	1042353	PP_4161	kdpA	Two-component system				1	4847476	4782585	5219666.5	11548504	4438325.5	7610928	5411888.5	4839244.5	10921540	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Low	Master Protein	A0A140FWH6	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5624 PE=4 SV=1	0.067	2.249	7	1	6	1	132	14.8	4.32	0	1					26969934	PP_5624	PP_5624					0	625535.9375	853196.5625	509965.7813				290730.0313			High	High	Peak Found	High	Not Found	Not Found	Peak Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	A0A140FVX2	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5428 PE=4 SV=1	0.067	2.246	26	1	5	1	96	10.5	10.4	6.98	1		membrane			26969699	PP_5428	PP_5428					0									1241672.875	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	1	
FALSE	Low	Master Protein	Q3ZBS7	Uncharacterized protein OS=Bos taurus GN=VTN PE=2 SV=1	0.069	2.238	2	1	13	1	476	53.5	6.28	0	1	"cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus;transport"	"endoplasmic reticulum;extracellular"	"protein binding;receptor activity"	Pf00045, Pf01033	507525	ENSBTAG00000016151.3	VTN	"Complement and coagulation cascades; Proteoglycans in cancer; PI3K-Akt signaling pathway; ECM-receptor interaction; Focal adhesion"	19	"Molecules associated with elastic fibres; Syndecan interactions; Integrin cell surface interactions; ECM proteoglycans; Regulation of Complement cascade"	"Inflammatory Response Pathway; Focal Adhesion; Senescence and Autophagy in Cancer; Primary Focal Segmental Glomerulosclerosis FSGS"	20	1182014.5	824545.125	967971	888716.125	521667.8125	1009906.813	1143536	876557.6875	1212401.25	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	1	
FALSE	Low	Master Protein	Q88J87	Acyl-CoA dehydrogenase/oxidase family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=sfnA PE=4 SV=1	0.069	2.237	2	1	62	1	412	44.9	6.47	51.21	1	metabolic process		"catalytic activity;nucleotide binding"	Pf02770, Pf02771, Pf08028	1045905	PP_2762	"PP_2762; sfnA"					0	309549590	281563775	291790584.3	259706560	235536275	442083394.5	341406657	279105609.5	400528303.5	High	High	High	High	High	High	High	High	High	1	
FALSE	Low	Master Protein	Q88EV8	Flagellar biosynthesis protein FlhA OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=flhA PE=3 SV=1	0.069	2.236	5	1	1	1	709	76	6.93	0	1	"cell organization and biogenesis;transport"	membrane		Pf00771	1045242	PP_4344	flhA	Flagellar assembly				1										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88DG8	Uncharacterized protein YhjG OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=yhjG PE=4 SV=1	0.07	2.226	3	1	3	1	688	73.5	8.97	0	1				Pf05170, Pf13502	1041952	PP_4857	"PP_4857; yhjG"					0					407662.1875		563690.5	460656.3125		Not Found	Not Found	Not Found	Not Found	High	Not Found	Peak Found	Peak Found	High	1	
FALSE	Low	Master Protein	Q88LF7	HlyD family secretion protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1976 PE=4 SV=1	0.071	2.217	4	1	1	1	387	42.2	8.05	0	1	transport	membrane		Pf00529, Pf12128, Pf12700, Pf13437, Pf13533	1043057	PP_1976	PP_1976					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	A0A140FWE0	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5592 PE=4 SV=1	0.072	2.215	20	1	2	1	83	8.9	6.68	0	1					26969897	PP_5592	PP_5592					0		1908095	1601879.875	2092526.25	903155.0625	2729862.5	1037947.063	1790937.625	2318645.75	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88EP4	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4410 PE=4 SV=1	0.073	2.209	1	1	6	1	1099	126.2	8.43	0	1					1043927	PP_4410	PP_4410					0	9235495	8107356.5	8730777	7529666	8294861	11407133	10486053	8610666	10654602	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88DQ9	Histone deacetylase family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4764 PE=4 SV=1	0.076	2.193	4	1	2	1	304	33.7	6.44	0	1				Pf00850	1042896	PP_4764	PP_4764					0		284542.1875				393412.9688				Not Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88JE5	Peptidase, M20/M25/M40 family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2704 PE=4 SV=1	0.076	2.189	2	1	18	1	394	42.2	5.85	0	1	metabolic process		catalytic activity	Pf01546, Pf07687	1046224	PP_2704	PP_2704	Phenylalanine metabolism				1		809767.2188	685680.1875		253530.5	966737	960233.4688	859859.4688	2333792.063	Not Found	Peak Found	High	Not Found	Peak Found	Peak Found	High	High	High	1	
FALSE	Low	Master Protein	Q88LX2	Polysaccharide biosynthesis protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=wbpM PE=4 SV=1	0.078	2.18	2	1	21	1	688	76.4	8.94	0	1	metabolic process	membrane	catalytic activity	Pf00106, Pf01073, Pf01370, Pf02719, Pf04321, Pf13727	1043297	PP_1805	wbpM					0	741632.875	1014548	1002587.063					498889.875		Peak Found	Peak Found	Peak Found	High	High	High	Not Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88LJ5	KAP NTPase domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1936 PE=4 SV=1	0.078	2.18	2	1	1	1	978	110.5	6.24	0	1		membrane		Pf07693	1043124	PP_1936	PP_1936					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	Low	Master Protein	Q88PS9	Sensor histidine kinase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0769 PE=4 SV=1	0.078	2.177	5	1	38	1	230	25.2	4.93	0	1	metabolic process		catalytic activity	Pf02518	1044606	PP_0769	PP_0769					0	931518.0625	1166857.125		801187	428378.375	1518272	1053716.875	900522.1875	1514107.625	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	1	
FALSE	Low	Master Protein	Q877S7	Transposase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0526 PE=4 SV=1	0.078	2.17	4	1	2	1	321	35.4	10.36	0	1	metabolic process		"catalytic activity;DNA binding"	Pf01548, Pf02371	"1041932; 1046520; 1042239; 1044987; 1043400; 1044302; 1044390"	"PP_4599; PP_5290; PP_2134; PP_0526; PP_1653; PP_5050; PP_3502"	"PP_4599; PP_3502; PP_5290; PP_2134; PP_5050; PP_0526; PP_1653"					0	88845256	85934208	63628120	71057464	56100252	96369544	89408608	97359824	79077480	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Low	Master Protein	Q88GD4	Diaminopimelate epimerase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=dapF PE=3 SV=1	0.079	2.168	5	1	3	1	268	29.3	6.13	0	1	metabolic process	cytoplasm	catalytic activity	Pf01678	1046393	PP_3790	"dapF; PP_3790"	"Biosynthesis of amino acids; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; Lysine biosynthesis; Biosynthesis of antibiotics; Metabolic pathways"				6		797237.375		1700149.75	908535.75					Not Found	High	Not Found	High	Peak Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88N79	Phospho-N-acetylmuramoyl-pentapeptide-transferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mraY PE=3 SV=1	0.08	2.155	2	1	5	1	360	39.3	9.55	1.94	1	"cell division;cell organization and biogenesis;metabolic process;regulation of biological process"	membrane	catalytic activity	Pf00953	1042729	PP_1334	mraY	"Metabolic pathways; Peptidoglycan biosynthesis; Vancomycin resistance"				3	3398280.25	5775402	2926356	4593916.5	6030024	5511843.5	8013754	8742085	7351612.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88EC9	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4537 PE=4 SV=1	0.08	2.155	10	1	1	1	291	32.1	9.32	0	1		membrane			1042123	PP_4537	PP_4537					0		1140699.625								Not Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88M90	Putative Transporter OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1684 PE=4 SV=1	0.08	2.151	4	1	1	1	406	43	9.36	0	1	transport	membrane			1043870	PP_1684	PP_1684					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88CC6	Putative hydrolase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ycaC-IV PE=4 SV=1	0.08	2.148	12	1	2	1	209	23.1	5.25	0	1	metabolic process		catalytic activity	Pf00857	1042311	PP_5255	"PP_5255; ycaC-IV"					0					803171.4375		698390.6875	1036016.688		Not Found	Not Found	Not Found	Not Found	Peak Found	Not Found	Peak Found	High	Not Found	1	
FALSE	Low	Master Protein	Q88JK3	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2646 PE=4 SV=1	0.081	2.136	8	1	2	1	131	15	7.36	0	1				Pf10686	1046039	PP_2646	PP_2646					0	10784674	11305730	11865081	14622811	20842712	20689936	30485020	25487154	37551236	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88L97	Long-chain-fatty-acid--CoA ligase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2038 PE=4 SV=2	0.081	2.135	2	1	3	1	515	56.3	6.04	0	1	metabolic process		catalytic activity	Pf00501, Pf13193	1042877	PP_2038	PP_2038					0				1462866.75	1310494.5	1736520.5		160703.3438		Not Found	Not Found	Not Found	High	High	High	Not Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88KY5	LolC OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lolC PE=4 SV=1	0.081	2.131	3	1	2	1	416	45.6	9.23	0	1	transport	membrane	transporter activity	Pf02687, Pf12704	1045011	PP_2154	lolC	ABC transporters				1		242847				965014.1875			408395.8438	Not Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Not Found	High	Peak Found	1	
FALSE	Low	Master Protein	Q88DG0	High-affinity branched-chain amino acid transport system permease protein BraE OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=braE PE=3 SV=1	0.081	2.131	3	1	5	1	435	46.8	9.73	0	1	transport	membrane	transporter activity	Pf02653, Pf11862	1043236	PP_4865	"PP_4865; braE"	"Quorum sensing; ABC transporters"				2	282604.8125		529514.9375	1030152.563	313942.9375	793893.5625			764625.9375	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	1	
FALSE	Low	Master Protein	Q88HE1	Sigma-54 dependent transcriptional regulator/response regulator OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3419 PE=4 SV=1	0.082	2.126	3	1	12	1	475	53.6	6.68	3.51	1	"metabolic process;regulation of biological process;response to stimulus"		"catalytic activity;DNA binding;nucleotide binding;protein binding"	Pf00004, Pf00072, Pf00158, Pf02954, Pf07728, Pf14532	1046273	PP_3419	PP_3419					0				16016838	9070262	5730596				Not Found	Not Found	Not Found	Peak Found	Peak Found	High	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	P02769	Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4	0.082	2.124	2	1	5	1	607	69.2	6.18	0	1	"cell communication;regulation of biological process;response to stimulus;transport"	extracellular	"DNA binding;metal ion binding"	Pf00273	280717		ALB	Thyroid hormone synthesis	6			1	326688.7188	247848.8906	302047.1875	232853.25	171816.0938	364209.9688	264756.2188	245207.2031	243865.2188	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Low	Master Protein	Q88LF0	PAS/PAC/GAF sensor-containing diguanylate cyclase/phosphodiesterase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1983 PE=4 SV=2	0.082	2.123	1	1	2	1	1098	123.9	5.82	0	1	"metabolic process;regulation of biological process;response to stimulus"		"catalytic activity;protein binding;receptor activity;signal transducer activity"	Pf00563, Pf00989, Pf00990, Pf08447, Pf08448, Pf13188, Pf13426	1043046	PP_1983	PP_1983					0	2474680.5	4648328.5	3545898	11089445	7753298	16114383	7833373.5	10644057	7687987	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q2KIF2	Leucine-rich alpha-2-glycoprotein 1 OS=Bos taurus GN=LRG1 PE=2 SV=1	0.082	2.122	2	1	5	1	346	38.3	6.99	0	1	"cell differentiation;regulation of biological process"	extracellular	protein binding	Pf12799, Pf13855	514663	ENSBTAG00000031647.1	LRG1		7	Neutrophil degranulation		3	842536.25	641050.6875	878330.4375	885753.125	695164.0625	1458689.25	873581.25	430631.0625	1355219.75	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	A0A140FWC0	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5568 PE=4 SV=1	0.082	2.121	3	1	2	1	232	26.2	9.91	0	1		membrane			26969875	PP_5568	PP_5568					0			654975.25	1048629.625	605774.6875	971443.625				Not Found	Not Found	Peak Found	Peak Found	High	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88KL7	DNA polymerase I from phage origin OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2273 PE=4 SV=2	0.082	2.12	1	1	1	1	640	71.7	9.09	0	1	metabolic process		"catalytic activity;DNA binding"	Pf00476	1045172	PP_2273	PP_2273					0									190231.8438	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	1	
FALSE	Low	Master Protein	Q88JR1	Aminotransferase, class III OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2588 PE=3 SV=1	0.082	2.117	4	1	1	1	460	50.8	6.48	0	1			catalytic activity	Pf00202	1045975	PP_2588	PP_2588					0										Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88N04	5'-nucleotidase-2',3'-cyclic phosphodiesterase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=ushA PE=3 SV=1	0.083	2.115	2	1	18	1	560	60.2	6.23	1.76	1	metabolic process		"catalytic activity;metal ion binding;nucleotide binding"	Pf00149, Pf02872, Pf09587	1045972	PP_1414	ushA	"Nicotinate and nicotinamide metabolism; Purine metabolism; Biosynthesis of secondary metabolites; Pyrimidine metabolism; Metabolic pathways"				5						732295.75				High	Not Found	High	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88L88	3-hydroxyacyl-CoA dehydrogenase family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2047 PE=4 SV=1	0.083	2.114	3	1	15	1	412	44.4	6.3	0	1	metabolic process		catalytic activity	Pf00725, Pf02737, Pf03446	1042865	PP_2047	PP_2047					0	3582503.5		3280111	3722648.75			4567633	4272486	6130724.5	High	Not Found	Peak Found	Peak Found	Not Found	Not Found	High	High	Peak Found	1	
FALSE	Low	Master Protein	Q88HC1	Transcriptional regulator, AraC family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3439 PE=4 SV=1	0.083	2.111	8	1	1	1	282	30.7	8.13	0	1	"metabolic process;regulation of biological process"	cytoplasm	DNA binding	Pf00165, Pf02311, Pf12833	1046513	PP_3439	PP_3439					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88GT4	Putative acetyltransferase, GNAT family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3634 PE=4 SV=2	0.083	2.111	3	1	7	1	228	24.9	5.01	0	1			catalytic activity	Pf00583, Pf13880	1046485	PP_3634	PP_3634					0	1051725.25	1452220.625	1513470.625	2535237.25	678119.75	1713113.375	1317428.875	953305.375	1687604.375	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	P02584	Profilin-1 OS=Bos taurus GN=PFN1 PE=1 SV=2	0.084	2.107	6	1	1	1	140	15	8.28	0	1	"cell organization and biogenesis;regulation of biological process"	"cytoplasm;cytoskeleton"	protein binding	Pf00235	513895	ENSBTAG00000004915.4	PFN1	"Salmonella infection; Rap1 signaling pathway; Regulation of actin cytoskeleton"	19	"RHO GTPases Activate Formins; PCP/CE pathway; Signaling by ROBO receptors"		13						1163655.5				Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88LL1	HEPN_Toprim_N domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1920 PE=4 SV=1	0.085	2.102	3	1	2	1	406	47.3	5.05	0	1					1043151	PP_1920	PP_1920					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88RU7	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0032 PE=4 SV=1	0.086	2.09	11	1	4	1	73	8.3	5.45	0	1					"1043512; 32066181"	PP_0032	"PP_0032; AYO71_RS02880"					0	7401675	17638756	12845062	10791101	9315350	5377448	16777856	14806479	19397282	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88HZ6	Epimerase domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3206 PE=4 SV=1	0.086	2.089	5	1	2	1	328	35.8	8.38	0	1	metabolic process		catalytic activity	Pf01073, Pf01370, Pf02719, Pf07993	1046851	PP_3206	PP_3206					0	905721.0625	945707.6875	741303.625	197133.3906		1176522.375	414949.625	389408.4063	429470.5938	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88NP6	Putative Lipoprotein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1161 PE=3 SV=1	0.086	2.087	7	1	1	1	223	24.6	4.7	0	1				Pf03695	1045687	PP_1161	PP_1161					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	A0A140FW33	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5480 PE=4 SV=1	0.086	2.082	8	1	3	1	169	18.2	8.57	0	1					26969780	PP_5480	PP_5480					0		784208.0625				985694.6875	811142.3125			Not Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Peak Found	Not Found	Not Found	1	
